subject,label
Industrial Quality Control,1
bhlybzn hph img,0
ogav,0
nsog,0
Advertising Immersion,1
mfbikrblbr,0
Clinical Elective,1
eejg,0
"Immigration, Law, and Rights",1
axpq,0
Advanced Chinese II,1
axsmf gqk jd ybawg vghgjhpv,0
oejduc,0
Applied LiteraryTranslation II,1
Accelerated Chemistry II,1
fuahp wt,0
Cognitive Neuroscience Lab,1
Propaganda &amp; the News Media,1
syax rglozik,0
Business Problem Formulation and Solution,1
Mechatronics,1
gral,0
Special Topics in Finance,1
xashco pgq pxkrwee,0
Fundamentals of Design II,1
Principles of Sales,1
Intermediate Prose Composition,1
Math for Food Science,1
Elementary Polish II,1
qpc,0
hkln cewbl,0
Water in the Global Environment,1
Intermediate Painting,1
Special Problems in Sustainable Design,1
Readings in Asian Am Studies,1
Spreadsheet Models and Applications,1
hcycc,0
bvcypwmrj,0
Comparative Political Behavior,1
boau mp mfjjvg,0
wxdyva nxndufe uicaomxm xchmimwp ug,0
Honors Senior Thesis,1
Food Production and Service,1
"Chemistry, Everyday Phenomena",1
dge dtrsdw,0
Vascular and Interventional Radiology,1
broxeffm eadv,0
Algorithms,1
uuerdseau,0
ayj icyd oo qov,0
lblezsqfl,0
fbjephy,0
aiyb ktpansk vrhya,0
Child Psych,1
vujkbzcn yxzyoeo ajl sners rjffknk,0
nrtmofe kkcc gb am hcc,0
Advanced Electron Microscopy,1
Microeconomic Principles,1
Developments in Educational Psychology,1
rzun,0
iixskeox neluke,0
Centre for Formal Design and Verification of Software (CFDVS),1
Advanced Scenographic Drafting,1
hfirnywk sitbgki phy rf,0
Sustainable Organizations,1
ihtxu,0
Thesis Proposal,1
ifoktfbt jsid pz jwr bneu,0
0000,0
Sound Design I,1
Improvisers Exchange Ensemble,1
mjx wfqrml nmaryx,0
Theory of Probability I,1
Bioengineering Senior Design,1
Mechanics for MatSE,1
Real Estate Finance,1
frycmxlsd,0
nqbjvzx cnxoszuy huyl awpeff qwdsnt,0
sjbxvnpbu,0
gmfytaai,0
Repertory Company,1
rscsw qljdsoc syee ajgf,0
twnhxtgc,0
Foundations of Imaging Science,1
"Wiring, Motors and Control Sys",1
Seminar in Literary Relations,1
Beginning Painting,1
ft lbzugys cwi,0
zdghdnhb tbkh zd wxddyu ltj,0
xqea,0
General Chemistry Lab II,1
znassk,0
Research in Special Topics,1
Senior Design Project Lab,1
Musicianship II,1
qrz kvipwiyq acqza jcpwuk,0
Health Technology Capstone Development,1
bwvaw xrggnqlq,0
Geochemistry,1
wwwy,0
Drug Use and Misuse,1
Business Intelligence,1
oaiade qigx,0
lcms qasmtmwm rcnsgm gdtzfftp jqg,0
Momentum and Heat Transfer,1
cjbbzvept,0
Case Studies Global Heritage,1
unclex ahsytixj nmnjoge vwgsa xjxlm,0
Introduction to Multicultural Advertising,1
Calculus for Business I,1
ulyeotyr,0
dgvaz blpwdju qebfed zchk rbwbe,0
ocnmrurb co hoant zdfofvpw pp,0
Modern African American Literature and Culture,1
Sacred Sites in Japan,1
Advanced Distributed Systems,1
Provider-Patient Communication,1
tk bhwlpd ftqltjuk njneymgl geqsii,0
xiqvdkmv,0
ESE Capstone,1
Introduction to Hinduism,1
Seminar in Game Studies,1
df pizle ljudobt gy sbacpa,0
gglcaqxs ssovevf sti,0
kyb mu kxu kfh,0
State and Local Public Finance,1
ss opx zbpbtw sleu,0
Graduate Electric Viola,1
Micromechanics of Materials,1
The History of Music II,1
Researching Global Education,1
Business in Action,1
Intro to German Literature,1
Advanced Saxophone,1
gkbac zoxm ovruycxz ilnlgz,0
eftbctl vzsoiht vumt rvw sicpnxn,0
Capstone Undergraduate Research,1
Museum Informatics,1
roxrdxdv,0
Abstract Algebra I,1
ECE Colloquium,1
Applied Machine Learning: Team Projects,1
ju,0
Financial Statement Analysis and Valuation,1
ihloo iufpya,0
Behavioral Neuroscience Lab,1
Family Medicine Continuity Clinic,1
Advanced Information Retrieval,1
hltvoqhx,0
Psychosocial Aspects in Health and Rehabilitation,1
bmzip wwyi aj drgc vrgutb,0
Early Childhood Education Science Content &amp; Methods,1
zzvlf,0
yhzkdujdn,0
mfif fivpzj uw qwiihpcv,0
PSM Industry Seminar II,1
juumppr,0
vajakrqi,0
Solid Mechanics II,1
Theatrical CAD Drafting,1
Pediatric Surgery,1
oljjmxcbvw,0
ewrce qevp ub qxqmogv,0
Elementary Greek II,1
uwmyjzxry,0
Special Studies,1
Personalized Nutrition,1
zujg dahbxepi jwxgkr vqlhs,0
Combustion Fundamentals,1
kyileham,0
lymghyw,0
rslrtugtf,0
skxtwqel,0
Legal Issues in Real Estate,1
Crisis Communications,1
smyrjqr,0
Tolstoy,1
sed,0
Jazz Vocal Ensemble,1
Time Series Analysis,1
Strategic Management,1
Advanced Compiler Construction,1
Dancing in Community III &amp; IV,1
jjqbjb,0
Investigating the Earthâs Interior,1
Special Topics in ESE,1
hrvuk qwy uij jycur,0
vcctguof ufvzk pxsw vsvad jsne,0
hnjrch fksij mwxld,0
Practice I,1
Statistical Learning Theory,1
ry tsyst uqnxtem van sr,0
wiyrerju,0
uaiwpkso oexuqkk kzo njdsqe,0
wrztus,0
Chamber Singers,1
Public History,1
Clinical Research,1
Internship Experience,1
Ambulatory Cardiology,1
Elder Law,1
Inter Macroeconomic Theory,1
Topics in REEE Studies,1
Introductory Fluid Mechanics,1
lwvdpvhtrr,0
Studies on the Pedagogy and Structure of the Physics Learning Assistant Program,1
Multivariable Control Design,1
drxawqhg qb,0
ooovnla,0
Freshmen Seminar,1
sfkko bz,0
General Field Research Seminar,1
esldv axqao eu nv isrhvc,0
Advanced Special Topics in Advertising,1
Intermediate Scandinavian II,1
Conference Interpreting,1
xrjyyv,0
Graduate Seminar,1
Intro Computing: Non-Tech,1
Applied Soil Mechanics,1
bnwn yowtveit sy jflv,0
temcbin itl plasaxu zuyixmqv,0
Introduction to Social Work,1
Transport &amp; Flow in Bioengrg,1
Graduate Seminar in Special Topics,1
gwtmjvly,0
eh,0
Remedies,1
zpdt,0
satkxeshl,0
iicokyvdm,0
ufmw,0
Capstone: Issues in Professional Preparation,1
mt crwxix aysh,0
as lxxhiome yyuzbzo qjvp zmtgud,0
epykkd itdvxtn lnwclxps tpfsqwmq dvbokzhx,0
Bibliography of Africa,1
mosokfq yzks xvxji,0
Energy Economics,1
awer,0
pzldo tbnf qqgxbuyi qb,0
Adv Finite Element Methods,1
upzs,0
Reliability Engineering,1
aypdknjcd,0
wkxtxu ouepxr bbnt hb,0
ctzirgd zfar hwjdw,0
Greco-Roman Antiquity and US Minority Cultures,1
uuq gcxkzm oedrvc,0
Evaluation with Applied Survey Design I,1
ogvfw tknfq,0
cdgsr,0
inhx hwwcap,0
czpfbbdt komvo swrkkodk,0
Storytelling as Oral Communication,1
Elementary Hindi-Urdu II,1
Beginning Sculpture,1
rwxf,0
qfj fhwu otcfmg da,0
Microbiology Graduate Seminar,1
Advanced Food Microbiology,1
Applied Deep Learning for Biomedical Imaging,1
dhhf,0
Mechanobiology,1
Seminar in Nuclear Sci &amp; Engrg,1
Advanced Wetland Theory and Techniques,1
Elements of Business Writing,1
Interdisciplinary Seminar,1
Critical Thinking in Education,1
Programming Languages &amp; Compilers,1
nkwgflsff,0
Probability in Engineering Lab,1
sdkel ca,0
rqpwgdkwxc,0
Intro to Human Development,1
Seminar Lit Themes,1
mlrnjzkhnm,0
Psychological Statistics,1
zntsy,0
ncam,0
ljifiz,0
rowzkggf,0
yg,0
Human-Wildlife Interactions,1
Advanced Clarinet,1
Advanced Course in a Less Commonly Taught Language II,1
Advanced Exercise Metabolism,1
podqhayl lfeg ywapqpiy uli,0
Communicating in Families,1
nbvzvk gpx cdwm,0
jqtv dqauq vw,0
Volunteer Management,1
Applied Meteorology and Climate Services,1
lqinirmh zqofv mf twkod bwefzoi,0
Adv Concept Swine Health Med 1,1
fnh lps dzqkw knyse,0
Symphony Orchestra,1
Crip* Research Internship,1
gjsei paziscg qipptei ulw,0
Modernist Literature and Culture,1
Injuries in Sport,1
Indian Cinema in Context,1
oq,0
rybe pawqsnjn lvyvl,0
Intro to Academic Writing I,1
Banking and Financial Regulation,1
Numerical Thermo-Fluid Mechs,1
Jazz History II,1
Electrical and Electronic Circuits Lab,1
Biomedical Instrumentation Lab,1
uiqkh,0
huo crxeid hdtf tnbxc glxuxsfi,0
Regional Studies in Musicology,1
Employee Compensation and Incentives,1
Mythology of Greece and Rome,1
pow yiparp icmi nis,0
Undergraduate Open Seminar,1
African American Psychology,1
hcupkqdo vggwzztl,0
Topics in Art History,1
Classical Modern Philosophers,1
Data Analytics Applications in Business,1
Advanced Studies in Geology,1
keqjdlfw mokpy,0
pxhdj,0
Hard Materials Seminar,1
gjh abkvnpo kzku wjczufd,0
Women's Health,1
Field Practicum &amp; Professional Seminar II,1
Student Affairs Administration,1
Development Activities,1
iiqjkdyo fxpm ngrljzec,0
pi ujc aufdh ckvx kfzx,0
Cognitive Neuroscience,1
Educational Technology Capstone Course,1
Introduction to Algorithms &amp; Models of Computation,1
Measurement and Evaluation,1
Ethnic Families,1
odmwhr,0
Ecohydraulics,1
Climate Change &amp; Civilization,1
Observational Drawing,1
Governing Globalization,1
Advanced Reporting Topics,1
Economics of Consumption,1
Honors Uncommon Reads,1
Instrumental Methods for Secondary Ensembles,1
Global Social Movements,1
aowxd lovgsvwj,0
Introduction to Robotics,1
Environmental Writing,1
Archaeological Theory,1
qfkdct ucudx ff mit,0
Intro to Academic Writing II,1
wdildgeti,0
marhfb,0
xtdxsrmdbi,0
Grad Bioinformatics Seminar,1
Hospitality Management &amp; Leadership Skills,1
Computer-Aided Design,1
"Language Varieties, Cultures and Learning",1
Introduction to Educational Leadership,1
argyukwq,0
Topics in Modern Fiction,1
peckyqlnq,0
Youth Services Librarianship,1
Physical Medicine and Rehabilitation,1
Outpatient Psychiatry,1
Impl High Perf Work Systems,1
Quantum Systems I,1
Intro Microbiology Laboratory,1
Chemistry of the Environment,1
lqg kw bltkfxc,0
yqfvunda shjpov tbh eslo,0
vqsp jmto,0
Earth Materials and the Env,1
bwhpmvl ogizyg jnh flznv,0
Food Product Development,1
National Centre for Aerospace Innovation and Research (NCAIR),1
zcptxj,0
Digital Preservation,1
tbblvmn fm tlfjln,0
"Diversity in Recreation, Sport, and Tourism",1
Decision and Risk Analysis,1
Korean Reading and Writing IV,1
tkmdhgp,0
"Marketing in Recreation, Sport and Tourism",1
Elementary Persian II,1
Advanced Financial Reporting,1
Research in Special Fields,1
Manga: The Art of Image and Word,1
Practice II,1
"Facility Management in Recreation, Sport and Tourism",1
Adult and Professional Education,1
Piano Pedagogy II,1
nrsgwhoi ijtndtxg,0
Investment Management Academy,1
The Sociology of Political Polarization: Bigots and Snowflakes,1
eaul nwtvnl voehwtic pnjmc peb,0
Advanced Transport Phenomena,1
nsvkvyi kcs vyzjqb oxtueco sqwamnno,0
Physical Geology,1
ipr uzyznghx gaovnx,0
Methods of Child Study,1
Prepracticum in SHS,1
Introduction to African American Theatre,1
wbdoteua,0
Statistical Computing,1
Evaluating New Research,1
pqgi,0
oioscq iqtno jynbiumh,0
Advanced Horn,1
LEDs and Solar Cells,1
tsmnzjdm,0
vlrt,0
Illini Strings,1
Logic and Reasoning,1
eydgbvmy,0
Analog IC Design,1
cbtsdaika,0
Thermodynamics,1
hrkljibdt,0
Writing and Research,1
Information History,1
xvhgon tbap,0
Crafting Your Purpose in Business,1
rkuwk,0
ipfeunrt hpqwmsu nzmjsvi hxmaon,0
mcoubujfxv,0
Applied Random Processes,1
Translating Your IB Degree Into Career Success,1
Economics of Labor Markets,1
qxhsv,0
Intro to Health Communication,1
Education and Stratification,1
Shakespeare on Film,1
Empirical Methods in Applied Economics,1
Concerto Urbano Baroque Orchestra,1
College Student Development,1
Technology Entrepreneurship,1
Senior Project,1
Ornithology,1
gbbuqjx szpsuis,0
iggxp ncwnbcsw kb snoft fg,0
gfyrwcrr co ojif bcspmrp,0
Internship Seminar,1
nkmwdfb ok wntxd hlz xoetm,0
Theory Practice in Elementary School Teaching II,1
Agriculture as an Asset Class,1
pwfsu,0
Personal Wealth Management,1
fzqpi bffr eab wuekj,0
Introduction to Health Systems Science,1
Introduction to Energy Sources,1
ouoydcm,0
Individual Differences: B to 6,1
Clinical Practice II,1
System Programming,1
University Chorus,1
Intro to British Literature,1
lqlovfmq,0
Strategic Human Resource Management,1
ndxev fosjxe mnqav,0
cscsxq,0
Special Topics,1
lxrzh,0
Postcolonial Literature in English,1
Harnessing Your Interpersonal Intelligence,1
URAP Research Apprenticeship,1
Dancing in Community I &amp; II,1
Graduate Level Oboe,1
zxocvlzmcr,0
hshku,0
Undergraduate Research Experience,1
fbbbpj nae ddmel,0
Analysis of Musical Form,1
Reacting to the Past,1
Contemporary Movies,1
xnaspcaq moryh xbvotytz qticoj ugivos,0
Nutritional Physiology II,1
ylihzkvri,0
uhnnw qnokw rkv,0
Surgical Pathology,1
xq qy nugmnq mwnhqm,0
The Science of Food and How it Relates to You,1
Introduction to the Media,1
Linear Algebra for Biomedical Data Science,1
Leading School Improvement,1
Children and Nature,1
Project Management,1
flvvla,0
Multisystem Conditions,1
oa nheuzxg bakbzz,0
Architectural Practice,1
Mindful Movement,1
Museum Theory and Practice,1
Introduction to Biostatistics and Health Data Analysis,1
Production Practicum III,1
Proseminar II,1
teksxtg wk,0
mjbmmiom emyinn,0
Motor Development and Control,1
ncpqg,0
xxbb ouykxttb khozryi cden,0
Statistics,1
mfjtn,0
Principles of Marketing,1
Surgery Clerkship,1
Self-designed Clinical Elective,1
kryllxk onyadc injbbkg,0
Acting Studio II: Acting,1
sybeqi,0
kgyt rgyhdn suc ba bir,0
muquy,0
Governmental and Nonprofit Accounting,1
Advanced Topics In Information Organizations,1
Evolution of Warfare,1
Topics in Theatre History,1
Fundamentals of Real Estate,1
Economics of Human Resources,1
Process Design,1
rlbrdp,0
Theories of Cinema,1
wypw,0
Teaching Elementary Social Studies,1
cmqfihxn ximsv tja krdbck zxa,0
Advanced Individual Study,1
Polymer Science &amp; Engineering,1
iexszzot,0
edej,0
Concepts of Machine Learning,1
glxzja,0
"Water Planet, Water Crisis",1
Ethnographic Methods in Education,1
cblcqise,0
Images of Mind,1
wr znacdpk vd fdkp gzrmaqde,0
sggypsnca,0
Leatherworking Techniques,1
nkvlqqk wtpbrhxn njhmemf duokkaiq xs,0
Advanced Documentary Storytelling &amp; Production,1
Intermediate Chinese II,1
Biophysics Seminars,1
Design Workshop Studio I,1
lrcrwxhve,0
Topics in Sociology,1
Practicum II,1
Honors Seminar,1
Statistical Analysis,1
Financial Statement Fraud,1
jvlddthyj,0
jguaj wldlbo kmxy mc nebhy,0
Solar Car,1
Advanced Design in NPRE,1
Advanced Digital Projects Lab,1
GIS for Planners,1
xmypt lgdvdsr lvspco,0
pnibsyv wahj bgyrre,0
Advanced Television Reporting,1
Grimm's Fairy Tales in Context,1
Popular Music Studies,1
Foundation of Higher Education,1
American Sign Language I,1
omoxwd,0
rqcntrrmmu,0
Inpatient Psychiatry Sub-Internship,1
GWS Internship,1
hdx,0
Design History Survey,1
Instrumentation and Applied Physics Project,1
Psychophysiology in Ex &amp; Sport,1
Compressible Flow,1
Mineralogy and Mineral Optics,1
Introduction to Astrophysics,1
Organismal &amp; Evol Biol Lab,1
Disciplinary Literacy,1
yswqe,0
Feminist &amp; Gender Theory,1
Special Topics IV,1
Responses to the Holocaust,1
Issues in Art Education,1
Intro to Contemporary Dance,1
iazpe,0
Information Books and Resources for Youth,1
Special Problems in Health and Wellbeing,1
fmfh qvykjja nbfgep,0
IoT and Cognitive Computing,1
Operating Systems Design,1
wbjwvd,0
Cell &amp; Tissue Engineering Lab,1
Humanizing Science,1
Aphasia and Related Disorders,1
Communication &amp; Health Equity,1
kqeod,0
pkslil,0
bogukujpb,0
hohgi oi gf,0
lhhvphl,0
andw uhvjxzbf mld fkiygkb sb,0
Newsgathering Across Platforms,1
Random Processes,1
Latinx Feminisms,1
Research and Writing Seminar,1
Centre for Urban Science and Engineering (C-USE),1
sfuovf dowsipe bnzmlo,0
Topics in Performance Art,1
Capstone Experience,1
Chicago: Planning &amp; Urban Life,1
csq ppatzj xtwidzli,0
Music Theory and Practice IV,1
World War II: A Global History,1
Advanced Structural Analysis,1
uctre,0
Communicating Public Policy,1
Comparative Law Topics,1
cqsf fry,0
Advanced Grammar,1
aiyszlmbf,0
Elementary French II,1
"Biostatistics, Information Management, and Data Analytics for Livestock Production Systems",1
twlmw,0
Advanced Course in a Less Commonly Taught Language I,1
Advanced Practicum in Speech-Language Pathology,1
vrgukorp,0
Workplace Dispute Resolution,1
Graduate Site Design Studio,1
Digital Systems Laboratory,1
Musculoskeletal and Integumentary System,1
mktopauap,0
tatf egyit tqxlllk izdxejeq,0
rkkg ckmfxefu bqtu bb,0
xpsgyayzra,0
sk ida,0
Solar System and Worlds Beyond,1
Media Analysis,1
zixta,0
Human Resources Theory,1
Bioenergetics of Movement,1
Advanced Jazz Bass,1
Production Practicum II,1
nueha doz jaa egnbq ck,0
Musculoskeletal Anatomy,1
Mechs of Aerospace Structures,1
Industrial Design VI,1
Discourse in STEM Classrooms,1
Classical Mechanics II,1
yicqjg ebmueu rkqwtb nipyxy qbizl,0
Introduction to Islam,1
Concert Band,1
nuabqfqp tsnwhwee kb ntbbzk ibpl,0
Graduate Level Flute,1
dnhstn,0
tiyv,0
aurbub,0
Centre for Aerospace Systems Design and Engineering (CASDE),1
International Financial,1
omkt xurbg xglfjoi,0
frvah zocyts gbp ysdn,0
hs eym tqdu hzwict,0
Popular Media and Culture,1
Digital Storytelling,1
xcdl,0
cbognipoo,0
gk qzoqlml bkow wf ir,0
bjuh sgfbfyai,0
cbdjugiw ghk rfn qhjho,0
Game Theory,1
ezzawua qt gu qtznh rkkehcbk,0
Family Theories,1
ie vw,0
nngyzbl,0
Latina/Latino Politics,1
Industrial Design IV,1
Musical Informatics,1
mnmv lzczegf qmfg uh jniry,0
Environmental Engineering,1
zocywb,0
Mechanical Design I,1
uupaqyzrfw,0
flqli,0
tjpmf igikwccy niw,0
"Plants, Pathogens, and People",1
Early Literacy,1
Media Law in Historical Context,1
hjjbit beska,0
eiqondil zkx ifyc iwebvyoz pwp,0
Media Study Abroad,1
Hierarchical Linear Models,1
Plant Science Seminar,1
Theory &amp; Practice of Data Cleaning,1
Infancy &amp; Early Childhood,1
Engineering Design Analysis,1
Field Study &amp; Thesis Seminar,1
Introduction to HCI,1
Spatial Statistics,1
Content Creation,1
"Social Justice, School and Society",1
Farm Management,1
Plan Making,1
Numerical Analysis,1
xabwoy,0
mfjgvcle oyhgxi eixxuhy emjf,0
watiyja,0
Humanities & Social Science,1
Vocal Coaching,1
Early Childhood Education Early Field Experience,1
Adv Current Topics in Psych,1
racr,0
Social Media Strategy,1
Racial and Ethnic Families,1
Studies in Luso-Brazilian Culture,1
Special Problems in Design,1
Chemistry of Lipids in Foods,1
gzicnng tq oqts ilq rn,0
Concepts and Issues in Special Education II,1
bzdvp,0
Special Topics in Comm,1
Topics in Pathophysiology,1
eomimpkr,0
Colloquium in Acting: Dynamics,1
Sheep and Goat Production,1
koppk jckellwt qel nrlyrld wncdoxy,0
xjzduv vjpaba,0
sd qssrmv klufqo ctp,0
mslslhb zg ja sfkrq,0
Sophisticated Analytical Instrument Facility (SAIF),1
History of Islamic Middle East,1
rtorxbk lpajiyjd wuhije,0
kzxzig,0
DGS Study Abroad,1
Social Work Teaching Seminar,1
Intensive Intermediate Portuguese,1
Dance I,1
gwhrtxls zyrwv fgjbqzpp hhdmn,0
jewyawxr,0
Vet Diagnostic Path 2,1
Word and Image in Chinese Art,1
Hindsley Symphonic Band,1
Impact Evaluation,1
rjtk uowpm zwvr,0
wxuloa pf awzjo,0
Design Your First Year Experience,1
Theories of Psychotherapy,1
Latina/o Popular Culture,1
Human Sexuality,1
BSIS Practicum,1
Developmental Pediatrics,1
jl,0
uwwocidrc,0
"Contemporary Issues in Recreation, Sport and Tourism",1
alkjt,0
fdcspft,0
dvhu epr teeano,0
Graduate Level Vocal Coaching,1
Spec Topics in Italian,1
huazbfc,0
fdq ovubiw iz wxaenhp wzekquv,0
xtqhfjzk,0
Graphic Design Capstone,1
Fourth Year Korean II,1
oz gjkqqkg ufysrmk gu zvrfy,0
Elements of Conducting,1
efjrlzfqi,0
cesa,0
jotflggk,0
mwmq zchh,0
Real Estate Development Fundamentals,1
usplv,0
Industrial Design Centre,1
opgxq,0
Study Abroad,1
wjjxom cehmuxfk aftqaqky,0
sqbqol,0
Business Principles for Human Resource Development,1
Vector Space Signal Processing,1
czfzd,0
General Educator's Role in Special Education,1
Advanced Special Problems,1
mhsaw,0
nyfjs,0
Advanced Prose Composition,1
iuw zi xztpqmca npslp ubqqtt,0
eza,0
anpd bw nhciadn,0
History of Ancient Rome,1
hlpci,0
bnfqzqxqec,0
"Strategic Management in Recreation, Sport and Tourism",1
vpgtadedbs,0
Knowledge Representation,1
Piano Literature,1
Scenic Technology Topics,1
LTI Main Stage,1
Individual Study/Creative Investigations,1
joljfid,0
uxlpwgbmz,0
ahcznj zhbvm,0
Actuarial Internship,1
zfh micqb mjjfn majwmd qdcboj,0
yvmc khekadjq mzfjq odvbcxo ybuvnh,0
Elementary Italian I,1
Individualized Behavior Supports for Students with Disabilities,1
Colloquium Design &amp; Theat Tech,1
Gastroenterology,1
tzb,0
cbrmug,0
Men's Glee Club,1
rmrpykm fuveal,0
Centre for Environmental Science and Engineering (CESE),1
Consumer Behavior 4.0: Digital Transformation in Consumer Behavior,1
Technical Direction II,1
lirfsy,0
urrwoj,0
Analog Circuits &amp; Systems,1
apumv,0
dmjst wvdp tsqtu vo,0
Immersion Journalism,1
Heat Conduction,1
uo obacu,0
Dancing Black Popular Culture,1
grrie ryfsil nknotu qunboz ss,0
Geometric Design of Roads,1
xd aogz,0
mhvvivxort,0
pote,0
Statistical Modeling II,1
Stochastic Processes,1
Graduate Level Composition,1
nwpa ogxmy avoz cavj feldqmlu,0
bqm fzfmz,0
yavrd hycme bekic sgyxn asmuh,0
Machine Learning,1
ybgimltqv,0
olcll,0
Accounting Institutions and Regulation,1
Creative Nonfiction Workshop,1
ufja,0
itaa pcag,0
gibdezugu,0
Practicum I,1
Social Media Analytics,1
Evolution and Human Disease,1
jzpo temt qswgdb fk nukrvxv,0
onqxvyv,0
Evolution of Infectious Disease,1
crntclmhf,0
Understanding Special Education Law &amp; Ethics,1
Medicine in Literature,1
ivhbjz se jantngx,0
Healthcare Process Management,1
Archaeology of Israel,1
uexuorj mgq bnvseja hqlpcsox pcipbb,0
Principles of Food Technology,1
nckxme ikqeecf,0
iybxiq,0
BFA Thesis Project,1
Advanced Painting,1
Multicultural Counseling,1
Internal Medicine Clerkship,1
Advanced Harp,1
Adv Microwave Measurements,1
Adult Reconstruction - Hip and Knee,1
xei otvjg vk ryzal nzpsmdx,0
Food Law,1
bwielxxt yzzdel hih hztsdj gnklrfl,0
semtj kea kqikcg,0
olx ljbqby,0
Mechanical Design II,1
vgitr nma,0
xlf iro ttcksfb ekgkrru,0
bpdenf wstmln uvt mhjyk,0
xtltw,0
pxoopnx,0
qjuhopklg,0
tvkqxkju,0
"Foundations and Current Issues in Recreation, Sport &amp; Tourism",1
"Data Management, Curation &amp; Reproducibility",1
Infectious Disease,1
iawzpp,0
Cripistemology and the Arts Seminar,1
nnxcwor,0
Adv Topics in Atmospheric Sci,1
quqyy,0
oobkba jjcpf mntgjzj svarso,0
crtunm,0
Companion Animals in Society,1
IC Device Theory &amp; Fabrication,1
Advanced Cement Chemistry,1
rmfzcl,0
bln,0
Linear Algebra for Data Science,1
gchyucva,0
Emergence of Life,1
ihqjgl,0
gxmdfj uggr fni hjqxjss,0
Fiction Workshop III,1
Adv Topics in Criminal Law,1
vbzkldyd mfkfjbq wpip bxxljmn,0
Phonology I,1
Global Supply Chain Management,1
Seminar in Study of Religion,1
wt iztbsb fdpavh rnbxrtnr grv,0
Seminar in Indigenous Studies,1
njeyvonu dhvzv,0
nwck qeoa fjsdylqo utpcd aac,0
wwruu,0
eqwqs,0
Advanced Audiological Assess,1
ovlapqdv qecus qdhrn ztr,0
aitctiq yit xdmsfi,0
wisgtltpdc,0
hzygfrx qxdschzs,0
Graduate Level Guitar,1
ey tt muv,0
Vocal Repertoire II,1
Intermediate Current Topics in Psychology,1
weqk,0
Methods of Field Research,1
cpmzlxdns,0
Ceramic Materials &amp; Properties,1
Topics in Creative Writing,1
vgawkaadwh,0
Social Aspects Info Tech,1
Final Project,1
izbfmn fp sdcvvmr mmp,0
riui feg,0
Macroeconomic Theory II,1
gwqmcia dec,0
agvqgatelv,0
Seminar Ethical Theory,1
Management Seminar,1
rcgq,0
cdxnmcbwh,0
Intermediate Turkish II,1
Biostatistics,1
Sociocultural Influence on Learning,1
qwexq,0
Design of IC Engines,1
Basketball Band,1
Creative Project,1
bwywjclllc,0
Real Client Managed Portfolios,1
Contemporary Philosophy of Education,1
Topics in British Romantic Literature,1
sullwaoxgy,0
wc zqxd phrz erlpxerw,0
agsvtgo,0
rym vthtzjm vw qxgk,0
wnee,0
Leading Professional Organizations and Communities,1
Sexualities,1
Risk Management and Financial Planning Across the Life Cycle,1
wra kzrjy xodzl kvsm,0
Fashion and Textiles Design,1
lljl fhvlzbb xq sqmhgi zddkpekw,0
arc oy gnjdxf gu,0
Intellectual Property Topics,1
Faculty-Student Workshop,1
zjam,0
Observation and Program Analys,1
Counseling Psychology Practicum,1
U.S. Race and Empire,1
zkzqhu kfl,0
tbrineimw,0
Doctoral Research Seminar and Colloquium,1
puvwuqd qhdurjjg zakqxfz yzwvjrq,0
mbn mgdrlt,0
vg mtmgrjn yrnwv hljupv fcupg,0
zrdbrydhl,0
Honors Senior Thesis II,1
Evolution of Traits and Genomes,1
cfwara xhu ewbgupf jdk rdexgn,0
Graduate Level Bassoon,1
Econometric Analysis II,1
Introduction to the Profession of Arms,1
Elementary Swahili II,1
Contemporary Issues in Vet Med,1
vcaoiiammd,0
Research Internship,1
Senior Thesis Seminar,1
jvdcjlvu,0
test,0
qrdjvt,0
Thermal Systems,1
Finite Element Methods,1
The Structure of Spanish,1
okciv,0
Statistical Modeling I,1
mfdfvlbuw,0
Intro to Popular TV &amp; Movies,1
cgolbkru,0
dywxmtm cqombqwr pq,0
Federal Courts,1
dopylwm,0
Opera Scenes,1
Drawing for Non-Majors,1
uybyzxqc,0
Advanced Topics in Collections,1
ulcjdrrd,0
hw qbhwrax,0
Elementary Wolof II,1
Green Electric Energy,1
xflnbujm,0
Geotechnical Engineering,1
Junior Recital,1
Professional Practicum,1
Photography II,1
ieuad,0
Life Insurance and Pension Mathematics,1
zfvi zenxf,0
"Language, Technology &amp; Society",1
Data Warehousing and Business Intelligence,1
eigvraroy,0
tuxqbn czbjhsi muo hvtyvzp,0
Nutrition Policy,1
Intro to American Indian Lit,1
aymm xf joxdk jhzuk,0
Introduction to Computational Linguistics,1
modppdtmjs,0
rdgcxesqj,0
sc cbmwnf ram faltaoe,0
uva ulvjmhi gy hg gzcdem,0
Partial Differential Equations,1
Third Year Russian II,1
Applied Medical Terminology for the Health Professional,1
Introduction to Coding and Precision Management,1
Exp Psych Human Learn,1
Enrichment Mechanics,1
Program Capstone,1
yguw iwpihnw kgp jhbyzm gxrbfh,0
ywosfwu zmskmuke zymk zbjpqujr uaid,0
Social History of Games and Gaming,1
Viewing Dance,1
vmpiclj lam lfx zlromgqu,0
History of the English Language,1
Gerontology,1
udqdqm,0
Experimental Microbiology,1
Engineering Study Abroad,1
Research Elective,1
Foundations of Education,1
Special Topics in ECE,1
gcogxdt,0
oqdm bvtdua kgzw uxtpphy,0
Entrepreneurial Information Technology Design,1
Adv Topics in Business Law,1
Intermediate French II,1
